Title,Year,Rating,Votes,Synopsis,Runtime
Lucia,1998,7.3,67.0,"A small opera company gathers together to celebrate the wedding of one's sister with a performance of the opera, Donizetta. Her brother hopes her new husband, a rich American tenor, will contribute cash to save the failing troupe. The only problem is the woman really loves another singer in the troupe. The film attempts to look at how relationships within an acting company forms while they are on the road.",1h 37m
Madelief: Krassen in het tafelblad,1998,7.0,474.0,"When Madelief's grandmother dies, her mother takes her to the funeral. She then visits her grandfather, but quickly gets bored, until Mischa tells her how much fun a rural summer can be. She investigates her grandmother's ""summer house"", made curious by the lock on the door. Madelief didn't remember her grandmother, but from her snooping in the summer house she learns a lot about her.",1h 25m
Vismayam,1998,6.5,90.0,"Dinakaran's family is always troubled by his father's rival, Kurup. Hence, Dinakaran plots against Kurup and tries to stop all his atrocities.",2h 20m
Waking Up Horton,1998,3.6,148.0,The spirit of a wacky American Indian returns to Earth to help two children search for buried treasure.,1h 30m
Les kidnappeurs,1998,5.3,278.0,"Four thieves named Davíd, Dilan, Christine, and Chase are forced to kidnap a high-profile dog from a dog show after a diamond robbery goes horribly wrong. Dice are rolled, cans are smashed, and darts are punched.",1h 42m
Spring in My Hometown,1998,7.0,182.0,"A story of two 13-year-old boys in a small country village during the last days of the Korean War. Sungmin's father gets a job at US army camp through his daughter's American boyfriend, and the family gets richer. But Changhee's father has been long-lost and his mother can't even afford one meal a day for her children. One day, the boys peep into a deserted mill-house which is unofficially used for prostitution, and find out Changhee's mother with a GI soldier. Changhee sets fire to the place and runs away. Months later, Sungmin hears a rumor that his best friend has been killed by a group of angry American soldiers and makes an empty grave with other boys. A year later, Sungmin's father gets fired for stealing things from the camp. Sangmin goes to Changhee's grave to bid farewell and the family leaves the village.",2h
Silat legenda,1998,7.1,38.0,"Narrates the adventures of five young men who finally discover the weapon of wisdom. Against the backdrop of the futuristic era, this film has highlighted a new perspective in the storytelling of the story of Hang Tuah five brothers",1h 30m
Le coeur au poing,1998,6.4,166.0,"Louise is living in Montreal, unemployed. Her sister Paulette often gives her a hard time. She only gets to see her poetry-quoting married boyfriend Julien once a week. She hangs out a lot at the dance studio in her building... Louise decides to offer an hour of her time to strangers on the street. ""An hour of myself"", to do whatever they want to do. But one hour precisely, that's it. This leads to many different situations, some funny, some sexy, some sad. Louise talks to someone who later turns out to have been an undercover reporter. The reporter anticipates a bad end for Louise...",1h 37m
Coppia omicida,1998,4.6,97.0,"very original thriller plot in this movie of 1998, as strong as unusual for an Italian movie, which addresses most issues within the thriller, and before, anticipating many years, dependence on today's technologies.",1h 48m
All of It,1998,5.9,130.0,"A hip, 25-year-old New York editor is about to return to her midwestern hometown, steeled for a visit with her larger-than-life über-mom, and steadfast in her commitment to avoiding a staid family life of husband and 2.5 children by age 29. That is until her boyfriend turns up by surprise, and sets in motion a chain of events that will cause her to see past her mother's facade of designer clothes and country club lunches to the pain of a woman caught in a rocky marriage, and give her mother an understanding of the life she equipped her daughter to choose.",1h 25m
The Party Crashers,1998,5.5,64.0,"Three guys crash a party and take it hostage, holding it for ransom.",1h 17m
Liebe im Schatten des Drachen,1998,5.1,65.0,"Paul Konan is a German photographer in China to shoot pictures of indigenous peoples. In the hinterland, he falls in love with his guide, Wang Liyun. They promise to stay in touch and he leaves for home. He's intercepted by shadowy figures who threaten harm to Liyun if he doesn't smuggle a tin of tea. He objects but finally complies. Back in Köln, he realizes this was a test, as he's forced to do other tasks on behalf of the Triad, mobsters who need cash laundered. To save Liyun, Paul continues to do as he's told. As a result, he's hectored by the police and by Russian thugs. Can Paul find a way to save Liyun and get the various armed powers off his back?",1h 27m
In the Navel of the Sea,1998,6.9,58.0,"Pepito, growing up in a remote fishing village in the Philippines is destined to become the successor of his mother: the only midwife in the whole district, a job given from generation to generation. As Pepito's mother Rosa who is a widow, becomes pregnant she tries everything to abort the baby because of the shame this would bring. This fails and she sees the only way to protect her son is to commit suicide. After a while Pepito falls in love with a teacher from the capitol, Mrs. Santiago. But this relationship cannot have a future.",1h 56m
Mlode wilki 1/2,1998,3.8,436.0,"It's 1994, smuggling through Polish-German border flourishes. To save her boyfriend, accused of murder which he didn't commit, Ania goes on a deal with prosecutor and joins young delinquents who are about to convoy a truck full of alcohol.",1h 35m
Angelito mío,1998,5.6,62.0,"Surreal tale about Mary of the Stars, an angel who just doesn't agree with the way Heaven is being run.",1h 33m
Ole Aleksander Filibom-bom-bom,1998,6.0,75.0,"Oslo 1952. Ole Aleksander lives with mom, dad and the poodle Puffen in the tallest block in the city. He has given himself an extra name.",1h 32m
Bo Ba Bu,1998,6.4,117.0,"After a plane crashes a western woman is found by two inhabitants in the middle of the desert. Unable to communicate with the two men and traumatized by the accident, the woman accepts her estranged new life.",1h 25m
Walking to the Waterline,1998,6.2,334.0,"Matt Mulhern stars as an out of work sit-com actor visiting his empty childhood home on the Jersey shore while struggling to make sense of the loss of his father, his past, and, for one funny and heartbreaking week, himself.",1h 40m
A Perfect Couple,1998,5.9,58.0,"Forty-two-year-old Lorenzo finds himself out of work. Through an ad placed in the local newspaper, he gets a job as a helping hand for an aging homosexual poet who can barely manage on his own. From this moment on, Lorenzo juggles his strange line of work with the life he leads alongside his long-suffering wife and his secret encounters with Faustina, his lover. Everything goes awry from one day to the next due, amongst other things, to some compromising photos and an unexpected funeral.",1h 33m
Mensaka,1998,6.4,406.0,"A group of young twentysomethings face a fall in their lives undergo a major transformation when the time came to take on adult responsibilities. David is 27 and has long been working as a messenger, enough to know it's time to quit.",1h 45m
Nowhere to Go,1998,7.2,83.0,"A rebellious teen threatened with expulsion from school is offered an alternative: an experimental program in which she would counsel troubled children. Initially rebelling from the concept, she finds that her involvement lets her confront her own angers and eventually her family including a loving grandmother. With the help of a new friend, she eventually turns away from her trouble-making boyfriend and makes a new life.",1h 32m
"Ahmed, Prince of Alhambra",1998,4.8,34.0,"It is springtime for everyone, however Prince Ahmed, a fine young boy living in the most wonderful palace existing, does not rejoice over it. On the contrary, he drags along languidly from one lesson by Eben Bonabben, his wise tutor, to another. Today, it cannot be denied that Ahmed is very learned : he knows everything about everything, including talking with birds. No, not everything mind you. There is ONE realm that is not his : the kingdom of the heart. The reason is obvious, although unknown to the prince himself : on the day of his birth, the astrologers of the court predicted that terrible disasters would arise if Ahmed should ever find love.",1h 10m
Historia kina w Popielawach,1998,6.9,384.0,"A young boy dreams of rebuilding a cinematograph constructed by his ancestor. The boy's father, however, does not approve of the idea.",1h 40m
Doña Bárbara,1998,6.3,99.0,"Santos Luzardo is a young attorney who has recently returned to his family's ranch. The land is harsh, and only the strongest can survive. Dona Barbara uses black magic to make Santos fall for her and hence gain access to his estate. Santos struggles to break free of Dona Barbara and falls in love with her daughter.",1h 51m
The Sugar Factory,1998,7.7,88.0,"Harris becomes smitten with Helen, a divorced woman with two children, who allows him to babysit her kids. While in his charge, the little girl hides in a refrigerator during a game of hide-and-seek. Devastated, Harris is sent to a house for disturbed teens, where he meets Angela. Helped by psychiatrist Sam, Harris eventually comes to terms with his demons.",1h 31m
Crossfire,1998,5.8,71.0,"A terrorist sets out to destroy the Statue of Liberty but a young girl reads his lips and enlists Pike, who is on a mission to assassinate the girl's classmate and is torn between his deadly agenda and what he believes to be his true duty.",1h 30m
The Day Silence Died,1998,7.1,291.0,"Handsome entrepeneur Abelardo Rios Clarios arrives in the sleepy little town of Villaserena, rigs up speakers throughout the village, and begins broadcasting ""Radio Nobleza"". For a small sum of money, they can now buy the opportunity to express publicly what they couldn't say before. Villaserena's closets are quickly emptied of their skeletons, old quarrels are revived and secrets are no longer. Abelardo soon discovers the beautiful Celeste, a beautiful young woman virtually imprisoned behind the walls of her father's house, and romance ensues.",1h 48m
Johtaja Uuno Turhapuro - pisnismies,1998,4.7,866.0,"Uuno Turhapuro's father-in-law unwittingly gives all his money to Uuno, who goes on a spending spree with his younger brother Peni.",1h 42m
La vie sur terre,1998,6.8,420.0,"In the last days of 1999, after a few shots of a French supermarket, abundant in food and color, we hear Dramane compose a letter home to his father in Mali whom he then visits in the village of Sokolo. He meets the lovely Nana, and there are possibilities. People place long-distance calls from the post office. ""Reaching people,"" says the postmaster, ""is a matter of luck."" Contrasts between Paris and Sokolo - between Mali and France and between Africa and Europe - are underscored by voice-over poems and comments by Aimé Césaire. A man dictates a letter to a brother in France: what is the nature of their hardships? People look for their place on this earth.",1h 1m
Blazen tot honderd,1998,7.0,104.0,"In the course of four seasons we follow the process as Maurits mourns the death of his mother. His intensely sad father, a restorer of paintings, is not able to offer him any solace. Maurits denies his mother's death and withdraws to the flood plains of the river. There he meets Moniek. During their journey of discovery through the plains, their tender friendship turns into love. But Maurits anger and sorrow sometimes turn to extreme emotions and that frightens Moniek. A dead dog takes them over the top and Moniek never wants to see him again.",1h 20m
Genghis Khan,1998,6.6,116.0,"Chronicles the first half of Genghis Khan's life, from his lowly beginnings after his father is killed until he rescues his wife and becomes the first Khan of a united Mongol confederation.",1h 53m
Baby Doom,1998,4.6,294.0,"A computer nerd with his life in order, loses it when he falls in love, gets married and has a baby.",1h 21m
Disparus,1998,6.8,38.0,"In Paris, a woman is making enquiries: Why did leftist Alfred Katz simply disappear in 1938? In that year, Alfred, worker and poet, is politically active in a Parisian Trotskyite cell. Hitler's Non-Aggression Pact with the Soviet Union has heightened the tension between local supporters of Trotsky and Stalin. Alfred attends a wild party being held by surrealists, even though his association with artists creates trouble for him within the cell. There he meets Mila, a glamorous and uninhibited prostitute from the brothel called the ""Sphinx"". Alfred soon meets Mila's other lover too, Félix... An American comrade and her Belgian companion arrive to establish a direct link between the cell and Trotsky in Mexico. As prominent Trotskyites begin to die or disappear, Alfred and Mila marry. Has an agent of Stalin's secret police infiltrated the group?",1h 40m
Code of Ethics,1998,4.7,53.0,"The administrator of a medical company is forced to match wits with a serial killer, who targets people who commit insurance fraud with the State's Medicaid system.",1h 54m
Sneham,1998,7.3,72.0,An old school idealist who lives selflessly for his family struggles with the changing priorities of those around.,2h 14m
Bunch of Five,1998,5.9,771.0,"Jonas and Emir are members of a criminal gang of 14-15 year-olds in Oslo. Emir has slight brain-damage after being beaten by his father as a 5-year-old, and Jonas' biggest problem is stopping Emir from hitting people on the head. One day, they are offered a job by a gang of drug-dealers: Deliver a packet of heroin to one guy and beat up another. This is the start of a chain of events that sends their lives spiraling out of control.",1h 24m
Insomnio,1998,5.9,239.0,"A story about Eva, Alba and Juan. Eva gives birth to Marina, Alba has just been left by her boyfriend. And Juan is happily married. Their paths intersect one night and their lives will change forever.",1h 42m
100 años de perdón,1998,7.2,158.0,"In the wake of a banking crisis, four middle class friends throw a 'white glove' hold up, only to find out that their bank has already gone bankrupt.",1h 40m
Miss 420,1998,4.5,46.0,"A secret agent, is assigned to thwart the plans of a terrorist group, but she gets killed in an accident. A reporter who finds criminal evidence gets abducted and his sister decides to save him.",2h 15m
Next Time,1998,7.5,65.0,"Inter-racial romance develops over a period of time as two down-on-their luck people, one a 19 year old midwestern man trying to make it as an artist and the other a middle-aged woman trying to take care of her children and her children's children, meet every Saturday night at the local laundromat in LA.",1h 37m
Death Mask,1998,4.5,243.0,"Wilbur works in an old carnival and shows some gruesome things to the puplic. He covered his face because he had a sadistic father who burned his face. Everybody makes jokes about his scars and when the new boss fired him, he go to an old swamp-witch who gives him a peace of wood from a hanging tree and Wilbur makes a mask from this piece of wood and put all his anger in this mask. When he puts the mask on, everybody who looks on this mask commits suicide. He has created the Death-Mask.",1h 27m
War Zone,1998,6.5,91.0,"Bertolt Brecht lives! Maggie Hadleigh-West walks crowded urban streets carrying a video camera and microphone, trailed by one or two women also with cameras. Whenever a man harasses her, with ogling or words, she turns the camera on him, moves in close, and questions his behavior. The questions are not for dialogue but for making him as uncomfortable as he's made her. More than 50 such encounters are included: the men react with bravado, embarrassment, or anger. None apologize. Interspersed are her voice-over stories of growing up and dealing with men, as well as interviews with several women who talk about how they handle similar harassment and what they feel about it.",1h 17m
Dian zi ge men zhan shi,1998,6.1,76.0,"In the future, a computer bug unleashes digital game characters who become villains seeking global domination. ""Techno Warriors"" must capture and return them to the digital realm to save humanity.",1h 26m
Gunro no keifu,1998,6.8,32.0,"""Gunro no keifu"" is known as ""Tale of a Scarface."" It follows the life of Kumoro, a yakuza member, who recently is released from prison after serving 14 years for his Family. Upon his return he finds the various yakuza syndicates on the brink of war. Kumoro is, at first, removed from the dealings of the families by his Boss, but slowly he is drawn back into his old ways.",2h 20m
Sublet,1998,5.0,219.0,"Young professional Stuart Dempsey (Danny Nucci) begins his move from Chicago to New York City with a strange encounter with a pair of mysterious men on a train. Things don't get much more comfortable once he starts his job as an assistant to the demanding editor of a daily newspaper, Max Kaufman (David Carradine). But things begin to look brighter when he lucks into a sublet of a rent-controlled apartment that apparently includes a beautiful woman, Daphne (Victoria Sanchez). As it happens, the apartment's real owner is an international assassin named Jaguar, who has plans to kill the visiting Russian president. The FBI and CIA -- and Daphne -- think Dempsey is Jaguar, and Dempsey can't get Kaufman to believe the dangerous turns his life is taking in the big city. Meanwhile, Jaguar adds Dempsey to his list of future hits.",1h 33m
La parola amore esiste,1998,6.7,262.0,A woman suffering from compulsive-type psychological problems falls for an older divorced neighbour. Will her love be returned? A slow story of confusion and loneliness.,1h 27m
Billy Frankenstein,1998,4.2,120.0,"When Billy's dad suddenly inherits legendary Frankenstein Castle, all kinds of surprises are waiting in the mist, and Billy is in for quite an adventure.",1h 40m
David im Wunderland,1998,7.8,55.0,"15-year-old David prays and works. But what the adult Jacobins accept as part of their faith seems like a prison to the boy. After a trip to the big city, the Jacobins believe he is possessed by the devil.",1h 43m
Park Day,1998,6.3,82.0,"Residents (Hill Harper, Monica Calhoun, Lande Scott) of a black Missouri community experience a long and eventful day of reckoning.",1h 34m
I giardini dell'Eden,1998,6.2,122.0,"A look at Jesus Christ's life, from his childhood to the meeting with the Apostles, focusing on his compassionate human side.",1h 35m
Gengszterfilm,1998,5.7,159.0,"1979. Gábor H. works in a law enforcement institution. He robs a bank branch, gets into jail. 1989. Gábor H. and the similarly unemployed Sanyi want to get money by robbing.",1h 50m
Menino Maluquinho 2: A Aventura,1998,5.1,308.0,"In this new adventure, Maluquinho is spending the holidays at the home of his grandfather Tônico (Stênio Garcia), an inventor who lives in a small community in the interior of Minas Gerais. His friends Junim (Samuel Brandão), Lucio (Cauã Bernard Souza), Bocão (João Romeu Filho) and Nina (Fernanda Guimarães) are coming to the city to help Maluquinho organize the circus for the centenary of the city. On this trip, they meet Tatá-Mirim, a small flame that ends up making the city believe that they are being invaded by the Capeta. So they end up living many adventures.",1h 25m
Assignment Berlin,1998,4.2,214.0,"Tracy Garret's a cop and after an incident that left one person dead, she's invited by her father to spend sometime with him in Berlin. While they were out having dinner, her father's shot. She is then informed by the German inspector assigned to her father's case that her father's a CIA operative. She then decides to investigate the case...",1h 30m
Vollmond,1998,6.0,180.0,"The day after the night of the full moon, 12 children all 10 years of age are found to be missing in the four language regions of Switzerland. The police and the media reassuringly claim that there are plenty of leads and clues.",2h 4m
Lenjan,1998,7.7,38.0,"A rich, happily married couple retreat to their country hideout and become the target of a serial-killing rapist. But things are not quite what they seem.",2h 5m
Erasable You,1998,5.9,84.0,A man hires an assassin to kill his money-grabbing first wife.,1h 25m
Freundinnen und andere Monster,1998,5.7,84.0,They are the sharpest and wildest girl clique at school: feared by teachers and students alike.,1h 29m
America: Destroyed by Design,1998,5.7,80.0,"The sacrifice of national sovereignty to global government and the UN. Alex refuses to thumb scan for a drivers license and is arrested. Plus the Oklahoma City bombing, where does the evidence lead us?",1h 59m
Memory & Desire,1998,6.4,187.0,"Niki Caro directed this romantic drama from New Zealand, adapted from Peter Wells' story, Of Memory & Desire, about the doomed affair of a Japanese couple on their honeymoon in New Zealand. The body of Keiji is pulled ashore on a New Zealand beach; his widow Sayo then tells the tale in flashback: Attracted to Keiji, Sayo marries him over the objections of his mother. Keiji becomes depressed when it seems he cannot consummate their marriage.",1h 29m
Hiling,1998,6.8,42.0,"In a community whose every resident desires and wants, a young girl is given the ability to grant wishes (""hiling"").",TV-PG
Rosie,1998,7.3,584.0,"In a juvenile lockup, a new ward answers questions: she's Rosie, 13, no parents, a sister Irene, a brother Michel. In flashbacks we find out what happened. She lives with Irene, who's 27, whom Rosie knows is in fact her mother, but that's their secret. Irene's brother Michel, unemployed, a compulsive gambler, comes to stay with them. Around then, Irene meets Bernard; they come to care for each other. This leaves Rosie without attention, so she puts all her adolescent hopes and romantic fantasies into a relationship with Jimi, a good looking kid she sees on a bus. Is it adventures with Jimi that land her in juvie? Once she's there, why doesn't he answer her letters?",1h 37m
...Comme elle respire,1998,6.3,412.0,"Jeanne is a young weirdo girl who flies to Paris, and is hired by an old lady called Madeleine as an au pair. Jeanne lies to Madeleine, she says she comes from a very rich family. Young Madeleine's admirer Antoine and another thug, Marcel, kidnap Jeanne when they hear she's a millionaire. But the problem is that Jeanne's parents are poor and Antoine soon falls for her.",1h 46m
Home Page,1998,6.9,58.0,"The career of an Internet pioneer, Justin Hall, who was one of the first bloggers, is profiled.",1h 42m
State of Dogs,1998,7.4,169.0,"In Ulan Bator, Mongolia, the cur Baatar is shot by a hunter hired by the authorities to get rid off the dogs in the city. Its soul recalls its life, when it was a shepherd dog of a family and was abandoned in the field and walked to the city. Then it recalls when it meets a young woman that is near to have a baby.",1h 31m
À la recherche de Kundun avec Martin Scorsese,1998,7.5,100.0,"The making of Martin Scorsese s Oscar-nominated film Kundun was an historic event, the first feature film treatment of the life of the Fourteenth Dalai Lama of Tibet.",1h 25m
Your Place or Mine,1998,6.4,279.0,"Your Place or Mine! explores the difficulties of finding true love in the modern Hong Kong setting via the encounters of two advertising executives, Wai and Patrick. Wai is a faithful guy who often falls for the girl that he grooms. However he is often dumped by them once they found fame and someone better than him. Just when he was about to give up on finding true love, he met an innocent fish ball seller and a tough boss who both falls for him and left him even more undecided in love. Patrick on the other hand is a playboy who keeps a girlfriend at home while frequently has one night stands outside. Can a colleague who has crush on him since school days change his cheating ways?",1h 40m
Récréations,1998,7.6,122.0,"There is a kind of country, very small, so small that it looks a bit like a theater scene. It is inhabited two or three times a day by its people. The inhabitants are small in size. If they live according to laws, in any case, they do not stop to question them, and to fight violently about it.",54m
Sieben Monde,1998,5.4,393.0,"Thomas Krömer follows the traces of a brutal murder in werewolf-manner out of personal interest. After investigating for some time, the traces all point to one person: himself. Now, he has to find out whether he surprisingly turns into a blood-seeking werewolf at full moon without knowing it or if there is an other solution to the murders. Police are getting pretty suspicious after Thomas' own grandmother has been brutally slaughtered in her little fairy-tale-fashioned house in the woods, and it will soon be time for a full moon...",1h 36m
Kokki - begushchiy doktor,1998,5.1,206.0,"Dr. Eugene has a goal - to perform the operation of his life. To do this, he escapes from a certain research institute of the brain and begins to look for the only person suitable for this purpose.",1h 20m
9413,1998,5.6,82.0,An emotionally bankrupt cop began his downward spiral when he accidentally killed a hostage during a shootout.,1h 34m
Transatlantik,1998,5.6,97.0,A young man flees to the United States searching for the American dream.,1h 47m
The Story of Pupu,1998,6.4,106.0,"Fu and Suzu are two pretty anarchist girls, who take to the road. They are off to visit the tomb of a small pig named PUPU. On the way, they meet Suzu's ex-lover, a gay couple, and a golf player; always getting in trouble. But whenever trouble comes, 'TrunkMan' the hero appears to save them. All changes, though, when one of the girls falls in love with TrunkMan.",1h 15m
Tigerstreifenbaby wartet auf Tarzan,1998,6.6,106.0,A young authoress and a housewife fall in love with a handsome time traveler. They try to live together.,1h 58m
Last to Surrender,1998,5.2,199.0,A maverick American cop and his Chinese counterpart join forces to bring a drug dealer and his hired thugs to justice.,1h 35m
Stolen Life,1998,6.0,202.0,"Alda, her sister Olga, and the latter's daughter Sigga live together in an old house facing a cemetery by the sea. Self-assured Alda collects men; Olga shuns them, but cannot help following the activities of Alda (who receives her lovers in the sisters' house) with some envy. In their own way, both women refuse any emotional ties with other people, while keeping a strange attachment to their family's past, their deceased parents, and a third, deceased, sister. Will they, and will Sigga, be able to escape that environment imbued by the presence of death and find their way to a true life ?",1h 45m
A Place Called Chiapas,1998,7.4,408.0,"When the Zapatista National Liberation Army took over five towns and 500 ranches in southern Mexico, the government deployed its troops and at least 145 people died in the ensuing battle. Filmmaker Nettie Wild traveled to the jungle canyons of southern Mexico to film the elusive and fragile life of the rebellion.",1h 29m
Chance or Coincidence,1998,6.5,590.0,"Once a successful dancer, Miriam has abandoned her career to bring up her son, Serge, after her boyfriend walked out of her.",2h
Homo Heights,1998,3.9,130.0,"Gay guru and fading icon Malcolm wants to escape from Homo Heights town, which is ruled by drag queen and leader of gay mafia Maria Callous.",1h 32m
Maleficia,1998,5.3,59.0,A family of nobles in Carrozza travel in a forest where a satanic cult completes human sacrifices. The ritual gives life to the buried dead and forces the travelers to kill or be killed. During the fight they end up in an old castle.,1h 41m
Together & Alone,1998,6.9,73.0,Stories and characters interweave during one night in Hollywood.,1h 24m
Leaf on a Pillow,1998,7.6,579.0,The Indonesian society is seen through a middle-aged lady's eyes in her daily encounters with the street children who work and live off the harsh and sleazy world of adults.,1h 23m
Edhak el soura tetlaa helwa,1998,7.0,1200.0,"A poor photographer fighting to live a decent life with dignity, while taking care of his mother and daughter .",1h 53m
A Minute of Silence,1998,5.8,91.0,"In a dying French mining town near the German border, the last miners are preparing to strike. Marek and Mimmo, two young miners and friends, have different views on the impending strike.",1h 28m
Freeriders,1998,7.3,58.0,"Join the best freeriders on the planet like Candide Thovex, JP Auclair, and Suzanne Sawyer as they take you on a ski trip from Mexico to Greece and even to the top of a volcano.",1h 26m
Guru in Seven,1998,6.9,73.0,"Sanjay, following a blazing argument with his girlfriend, Jill, is persuaded by his friends to become 'The Guru' by sleeping with seven women in the next seven days before Jill returns from her trip to America.",1h 47m
Timeless Romance,1998,6.4,264.0,"Lau is a policeman who meets his true love in the emergency room of a hospital. He's being treated for severe wounds received in the line of duty, and she's being treated for an attempted suicide.",1h 35m
Hatyara,1998,5.5,42.0,"Kajal is a professor in a college. One day she witnesses the rape and subsequent death of a female student. She reports it to the police, and even identifies the killer, Shishupal. But the police are reluctant to take any action as the killer is the younger and pet brother of the city's most powerful and influential industrialist and gangster, Singhania. When she organizes a student and teacher protest, Shishupal is arrested and held in prison. This angers Sinhangia, who approached Kajal and asks her to refuse to testify against his brother, and for that he will give her a lot of money, but Kajal refuses to do so. When Kajal informs her advocate husband, Mahendra, who is handicapped and walks with a help of a crutch, she finds him supporting and encouraging. Singhania has Kajal raped and killed in front of Mahendra's eyes, and as a result with the only witness killed, Shishupal is released from prison. Mahendra, devastated and humiliated sets about to avenge the killing of his wife by taking Singhania to court, only to have the case dismissed. Mahendra sets upon to avenge his wife's death by deciding to kill the Singhania brothers and his gang one by one - but how is a handicapped person, who is unable to defend himself, carry out such a mammoth task on his own?",2h 16m
Dark Tides,1998,5.5,98.0,"A young couple makes a surprising discovery while travelling in New England: a find of $500,000 in cash hidden inside a buoy near the seaside.",1h 35m
Deadly Ransom,1998,3.5,138.0,"A wealthy banker and his daughter are kidnapped by a gang of thugs. The girl's boyfriend, who serves in the special units of the US Navy, is in possession of particular psychic powers. It will be thanks to these powers he will discover the place where the two abducted were locked.",1h 32m
The Hunter,1998,5.1,137.0,"Osman is a jealous and proud gentleman. Zala, who must have married him at a young age is unhappy. Avci, caught in a storm and had to take refuge in his hut, is an attractive young man who knows how to take advantage of his environment.",1h 28m
Dieu seul me voit,1998,6.9,645.0,A sound engineer who is chronically hesitant has to make a hard choice between three successively charming young women.,2h
So Close to Paradise,1998,6.5,325.0,"Two young farm workers, who like millions of others, leave their village to seek their fortunes in the city. Each chose a vastly different path to make it and become embroiled in misunderstandings, gangster brawls and police raids.",1h 33m
Tráfico,1998,5.6,220.0,"Unexpected events occur in a single day: a boy makes his parents rich when he finds the hidden and forbidden treasure of the Earth; two priests close their church for lack of parishioners and put the saints in auction; a banker has auditory hallucinations and a minister has visual hallucinations; an elegant woman organizes a party of red dresses; a general traffics weapons and his wife, works of art, while others revolt to fix the injustices of the world.",1h 52m
Aakrosh: Cyclone of Anger,1998,4.4,130.0,An officer faces personal challenges after he is assigned to stop killers of the Prime Minister.,15
Dankon: The Man,1998,4.8,79.0,"A series of special situations involves a gay cop who encounters ambiguous, erotic games and sex between strangers. Filmed entirely without dialogue.",1h
Sudden Rain,1998,8.1,972.0,A man and a woman fall in love through exchanging letters but destiny keeps separating them.,3h 2m
Phantom Beirut,1998,7.0,80.0,"Late in the 1980s it seems like the Lebanese conflict will never end. Khalil returns to Beirut after many years. Ten years earlier, during a battle, he took advantage of the confusion and pretended he was dead.",1h 57m
Color-Blinded,1998,6.1,49.0,"Melanie Welles, a black woman, has been in a relationship with Dave Morley, a white man, for six months. Melanie's friend, Tess, plants seeds of doubt in Melanie's mind after being dumped by her white boyfriend. Melanie questions Dave about this. He says that race is not an issue. The next day, Melanie wakes up to a shock: she is now white. She goes to the hair salon where Dave works, but he doesn't recognize her and begins flirting with her and other girls. She introduces herself as ""Ivory Snow."" He then asks her out. Devastated, Melanie uses this disguise to find out if he really loves her.",1h 32m
In Heaven as It Is on Earth,1998,6.8,1200.0,"Russian woman is robbed after crossing Polish border and has to wait until the local policemen catch the thieves. The priest, who is the main authority in the town, orders that she stays at organist's house.",1h 40m
Paixão Perdida,1998,6.4,67.0,"Marcelo is a twelve-year boy with an apparently vegetative life. Three years ago his mother Anna was killed in an accident and as a consequence the boy became reduced to a condition of semi-paralysis, detachment and silence which the other members of the family accept and are conformed with He lives in an impressive mansion in São Paulo where the story takes place. The boy's father and owner of the house, Marcelo Rondi has a dynamic and downright personality. A middle aged man he is a successful businessman with a considerable fortune and reputation. Little Marcelo is his only son, but he has a daughter from his first marriage, eighteen year old Berenice. During Marcelo and Berenice frequent absences, the house is run by the housekeeper Matilda. The film begins with Matilde interviewing young Anna, a candidate to the position of little Marcelo's nurse and nanny. Anna reveals an unpretentious demeanor and a peculiar beauty and takes over her functions with exceptional interest and zeal trying to penetrate the boy's universe. After a long and stressing business trip, Marcelo comes back accompanied by his girlfriend Ruth. At the beginning Marcelo is not impressed by Anna whom he considers discreet and competent. But he notices that the boy is getting involved with his nanny and that she has conquered Matilde's friendship. The contact between the boy and Anna grows at different levels and the reality and the dream coexist. but even so little Marcelo apparently found the peace he had before and sleeps quietly with the mother image is present... A close affinity with little Marcelo playing the role of an intermediate develops between Marcelo and Anna. Marcelo confesses to Anna his deepest feelings about his son and even a touch of envy of his son's bliss and placidity in contrast with his own lust for life. This is how a romance rises between them provoking Ruth's jealousy and Matilde's reproach. Notwithstanding, the attraction develops on and on along with the family conflict. The boy's universe is shaken by the relationship between Marcelo and Anna and a strange triangle begins.",1h 31m
Hela härligheten,1998,5.2,286.0,"Torsten William Olsson is a 43-year-old teacher, living in a small town. He has never had a woman and is desperate for a romance. When he starts fantasizing about the mother of one of his pupils it is the beginning of a chain of events that will change the lives of himself and others....",1h 28m
Barbaric Years,1998,6.4,588.0,"Two students are arrested for painting revolutionary graffiti on the university walls. They escape from the camp and flee with two American girls, disguised as rich young men who are showing Spain to two tourists.",1h 51m
Crossmaheart,1998,5.2,61.0,An Irish journalist is assigned to the violence-prone Irish town of Crossmaheart where a former assigned reporter has disappeared. Murder and romance with the former reporter's girlfriend follows.,1h 34m
Only Once,1998,6.0,64.0,Two teens (Austin O'Brien & Britt Leary) fall in love and must make some important moral decisions.,56m
The Bed,1998,6.7,163.0,"An erotically-charged drama by the late Park Chul-soo, intertwining stories of three characters whose joy, passion and despair played out on the same bed are tangled like a puzzle.",1h 30m
Dharma,1998,5.6,38.0,"Dharma, a short-tempered man, is a protector of justice and is greatly feared. He saves the CM in an assassination attempt and wants to punish the culprits responsible for the death of his siblings.",18
Ciemna strona Wenus,1998,5.4,127.0,"One day, Ewa is visited by her husband's lover. The woman is getting more and more crazy every day.",1h 35m
